candidate_id,formula,surface,facet,site,ratio,source,fallback_used,candidate_in_training,formula_in_training,pred_dG_H_mu,pred_dG_H_sigma,activity_distance,priority_score,uncertainty_weight
Pt9Mo3|Pt3Mo|101,Pt9Mo3,Pt3Mo,101,bridge,A3B,rule_based_generated,False,False,False,-0.07471234468448468,0.09465591341512017,0.07471234468448468,0.12204030139204476,0.5
Pd9Ir3|Pd3Ir|111,Pd9Ir3,Pd3Ir,111,bridge,A3B,rule_based_generated,False,False,False,-0.09523716438585315,0.05383151360590992,0.09523716438585315,0.1221529211888081,0.5
Ir6Fe6|IrFe|100,Ir6Fe6,IrFe,100,top,AB,rule_based_generated,False,False,False,-0.07424624450338764,0.09697365578472478,0.07424624450338764,0.12273307239575003,0.5
Ru3Mo9|RuMo3|100,Ru3Mo9,RuMo3,100,top,AB3,rule_based_generated,False,False,False,0.08282864260499614,0.07994541084537919,0.08282864260499614,0.12280134802768575,0.5
Rh3Ni9|RhNi3|100,Rh3Ni9,RhNi3,100,top,AB3,rule_based_generated,False,False,False,0.06769577205485869,0.11058456142683393,0.06769577205485869,0.12298805276827565,0.5
Ir6Fe6|IrFe|101,Ir6Fe6,IrFe,101,top,AB,rule_based_generated,False,False,False,-0.07599440730823213,0.09427265042137582,0.07599440730823213,0.12313073251892004,0.5
Fe6W6|FeW|101,Fe6W6,FeW,101,top,AB,rule_based_generated,False,False,False,0.05303667603906275,0.14051721969427944,0.05303667603906275,0.12329528588620248,0.5
Fe6W6|FeW|100,Fe6W6,FeW,100,top,AB,rule_based_generated,False,False,False,0.052620715002053384,0.14185321917863422,0.052620715002053384,0.1235473245913705,0.5
Ir6Fe6|IrFe|111,Ir6Fe6,IrFe,111,bridge,AB,rule_based_generated,False,False,False,-0.053652029648356185,0.14232235498487647,0.053652029648356185,0.12481320714079441,0.5
Rh6Ga6|RhGa|100,Rh6Ga6,RhGa,100,bridge,AB,rule_based_generated,False,False,False,-0.0338314163214296,0.18247093143902535,0.0338314163214296,0.12506688204094227,0.5
Pd6Co6|PdCo|111,Pd6Co6,PdCo,111,bridge,AB,rule_based_generated,False,False,False,-0.06297965014938174,0.12782638519908457,0.06297965014938174,0.12689284274892404,0.5
Fe6W6|FeW|111,Fe6W6,FeW,111,top,AB,rule_based_generated,False,False,False,0.05672027120863123,0.14176727762368854,0.05672027120863123,0.1276039100204755,0.5
Ir3Cu9|IrCu3|111,Ir3Cu9,IrCu3,111,hollow,AB3,rule_based_generated,False,False,False,-0.11777769688480084,0.02110138907470043,0.11777769688480084,0.12832839142215105,0.5
Cu9Al3|Cu3Al|100,Cu9Al3,Cu3Al,100,hollow,A3B,rule_based_generated,False,False,False,0.04588125475864016,0.1666414428175455,0.04588125475864016,0.1292019761674129,0.5
Ru6Mn6|RuMn|111,Ru6Mn6,RuMn,111,bridge,AB,rule_based_generated,False,False,False,-0.05262491664430658,0.15388160585799984,0.05262491664430658,0.1295657195733065,0.5
Ru3Ga9|RuGa3|111,Ru3Ga9,RuGa3,111,top,AB3,rule_based_generated,False,False,False,0.06858356058986188,0.12477952926320815,0.06858356058986188,0.13097332522146596,0.5
Ni6Fe6|NiFe|111,Ni6Fe6,NiFe,111,bridge,AB,rule_based_generated,False,False,False,-0.053543585524561184,0.15514844240722353,0.053543585524561184,0.13111780672817294,0.5
Ir3Fe9|IrFe3|101,Ir3Fe9,IrFe3,101,top,AB3,rule_based_generated,False,False,False,0.003013966552814557,0.25637126435602375,0.003013966552814557,0.13119959873082643,0.5
Ni9Cu3|Ni3Cu|111,Ni9Cu3,Ni3Cu,111,bridge,A3B,rule_based_generated,False,False,False,-0.06409528689861657,0.1358475829971402,0.06409528689861657,0.13201907839718668,0.5
